profile,sample,method,bitrate,change,ineff,stall,numStall,avgStall,overflow,numOverflow,qoe,bufSize
p2,t7,dy,2404.17,74,0.544079,0,0,0,0.361,1,748481,240
p2,t7,elastic,2150.94,42,0.331318,0,0,0,0,0,684660,240
p2,t7,gd,2408.78,67,0.712582,0,0,0,101.09,81,756697,240
p2,t7,kama,2434.86,87,0.736541,0,0,0,94.58,78,747581,240
p2,t7,quetra,2440.94,16,0.351336,0,0,0,0,0,804432,240
p2,t7,ra,2448.09,26,0.363865,0,0,0,0,0,798057,240
p3,t1,abr,1343.42,12,0.323575,4.782,7,0.683143,0,0,347521,240
p3,t1,ar,1809,15,0.353746,3.858,8,0.48225,0,0,481732,240
p3,t1,bba,1713.18,5,0.33875,3.764,7,0.537714,0,0,472531,240
p3,t1,bola,1853.02,10,0.25817,4.878,7,0.696857,0,0,500806,240
p3,t1,dy,1220.17,4,0.430278,3.91,8,0.48875,18.366,20,325357,240
p3,t1,elastic,1364.64,26,0.323176,4.541,7,0.648714,0,0,340094,240
p3,t1,gd,1200,0,0.436905,3.943,8,0.492875,20.629,1,320972,240
p3,t1,kama,1278.76,4,0.432836,3.975,10,0.3975,13.131,14,342692,240
p3,t1,quetra,1782.02,15,0.332266,3.878,6,0.646333,0,0,478278,240
p3,t1,ra,1825.01,11,0.349377,3.569,8,0.446125,0,0,492426,240
p3,t2,abr,1699.53,4,0.220358,4.062,2,2.031,0,0,182393,240
p3,t2,ar,2141.92,7,0.20894,4.029,2,2.0145,0,0,235146,240
p3,t2,bba,2059.51,11,0.228712,3.933,2,1.9665,0,0,225061,240
p3,t2,bola,2129.93,3,0.231795,4.971,2,2.4855,0,0,229245,240
p3,t2,dy,1622,0,0.311778,4.185,2,2.0925,45.514,14,173691,240
p3,t2,elastic,1954.37,15,0.202232,4.046,3,1.34867,0,0,204418,240
p3,t2,gd,1622,0,0.307369,3.853,2,1.9265,46.784,14,174596,240
p3,t2,kama,1622,0,0.307298,4.14,2,2.07,46.712,14,173418,240
p3,t2,quetra,2114.1,14,0.217145,3.94,2,1.97,0,0,224345,240
p3,t2,ra,2037.84,12,0.222509,3.835,2,1.9175,0,0,216608,240
p3,t3,abr,1321.73,22,0.299722,1.922,2,0.961,73.09,73,406403,240
p3,t3,ar,2711.97,18,0.289407,1.971,1,1.971,0,0,857522,240
p3,t3,bba,1967.64,19,0.331813,1.952,1,1.952,0,0,612059,240
p3,t3,bola,2154.28,5,0.219575,3.219,2,1.6095,0,0,682941,240
p3,t3,dy,1232.34,4,0.381642,1.939,1,1.939,109.747,96,387987,240
p3,t3,elastic,2180.25,53,0.207842,3.119,2,1.5595,0,0,642005,240
p3,t3,gd,1198,0,0.38664,2.193,1,2.193,111.902,96,382104,240
p3,t3,kama,1240.34,4,0.380881,1.678,2,0.839,108.371,91,392416,240
p3,t3,quetra,2711.51,28,0.300997,1.91,2,0.955,0,0,841720,240
p3,t3,ra,2651.93,14,0.270898,1.843,2,0.9215,0,0,841506,240
p3,t4,abr,1305.21,10,0.300885,0,0,0,45,3,131068,240
p3,t4,ar,2799.21,10,0.26144,0,0,0,0,0,301080,240
p3,t4,bba,1840.27,11,0.361704,0,0,0,0,0,186907,240
p3,t4,bola,1745.38,1,0.249373,0,0,0,0,0,186521,240
p3,t4,dy,1143,0,0.376658,0,0,0,114.411,1,117924,240
p3,t4,elastic,1619.27,22,0.237448,0,0,0,0,0,148844,240
p3,t4,gd,1143,0,0.378762,0,0,0,114.014,4,112973,240
p3,t4,kama,1262.71,4,0.370549,0,0,0,95.085,1,127543,240
p3,t4,quetra,2232.11,11,0.297029,0,0,0,0,0,234940,240
p3,t4,ra,1987.74,8,0.269515,0,0,0,0,0,211189,240
p3,t5,abr,855.363,15,0.391478,0,0,0,0,0,41717.6,240
p3,t5,ar,2084.63,12,0.583309,0,0,0,0,0,114796,240
p3,t5,bba,872.662,4,0.671217,0,0,0,0,0,47808.3,240
p3,t5,bola,1495.83,11,0.384744,0,0,0,0,0,81300.6,240
p3,t5,dy,842.446,10,0.725681,0,0,0,0,0,44364,240
p3,t5,elastic,1071.6,22,0.355184,10.051,4,2.51275,0,0,25410.7,240
p3,t5,gd,484.722,8,0.755605,0,0,0,0,0,20450.8,240
p3,t5,kama,357.28,2,0.770881,0,0,0,0,0,15335.7,240
p3,t5,quetra,2029.37,8,0.538773,0,0,0,0,0,113174,240
p3,t5,ra,970.868,6,0.543174,0,0,0,0,0,52319.4,240
p3,t6,abr,1043.21,60,0.38328,0,0,0,0,0,174836,240
p3,t6,ar,2094.97,74,0.418234,0,0,0,0,0,397941,240
p3,t6,bba,1655.75,19,0.439044,0,0,0,0,0,327059,240
p3,t6,bola,1518.77,33,0.286365,0,0,0,0,0,286762,240
p3,t6,dy,2860.07,133,0.788265,0,0,0,20.38,11,521164,240
p3,t6,elastic,1453.65,117,0.340669,2.446,1,2.446,0,0,228033,240
p3,t6,gd,850.695,27,0.81725,0,0,0,190.934,78,152408,240
p3,t6,kama,1835.95,89,0.809754,0,0,0,98.998,38,322962,240
p3,t6,quetra,1921.46,55,0.41578,0,0,0,0,0,366080,240
p3,t6,ra,2005.17,52,0.416042,0,0,0,0,0,383228,240
p3,t7,abr,957.325,46,0.464561,0,0,0,19.75,18,280578,240
p3,t7,ar,1676.28,41,0.448945,0,0,0,0,0,525365,240
p3,t7,bba,1449.67,7,0.584611,0,0,0,0,0,476186,240
p3,t7,bola,1703.21,15,0.321373,0,0,0,0,0,553349,240
p3,t7,dy,1269.57,83,0.733798,0,0,0,84.277,66,360711,240
p3,t7,elastic,1909.66,75,0.338418,0.901,1,0.901,0,0,576903,240
p3,t7,gd,476.363,27,0.76737,0,0,0,188.331,149,127479,240
p3,t7,kama,881.954,73,0.760034,0,0,0,120.342,99,237745,240
p3,t7,quetra,1663.14,37,0.41608,0,0,0,0,0,522576,240
p3,t7,ra,1658.69,43,0.444764,0,0,0,0,0,516448,240
p4,t1,abr,1200,0,0.153942,62.043,34,1.82479,0,0,84561.8,240
p4,t1,ar,1200,0,0.152381,64.009,41,1.5612,0,0,80687.3,240
p4,t1,bba,1200,0,0.147861,63.993,40,1.59982,0,0,81011.2,240
p4,t1,bola,1200,0,0.15503,62.479,32,1.95247,0,0,84225.6,240
p4,t1,dy,1200,0,0.145764,63.959,37,1.72862,0,0,81060.4,240
p4,t1,elastic,1200,0,0.147094,62.543,36,1.73731,0,0,85098.9,240
p4,t1,gd,1200,0,0.150655,63.247,41,1.54261,0,0,86119.8,240
p4,t1,kama,1200,0,0.155258,63.692,41,1.55346,0,0,82630.7,240
p4,t1,quetra,1200,0,0.146506,63.614,41,1.55156,0,0,83934.5,240
p4,t1,ra,1200,0,0.146798,63.88,40,1.597,0,0,82864.4,240
p4,t2,abr,1622,0,0.122225,52.268,21,2.48895,0,0,-17149.2,240
p4,t2,ar,1622,0,0.159564,52.836,21,2.516,0,0,-23476.7,240
p4,t2,bba,1622,0,0.205573,52.462,21,2.49819,0,0,-20337.4,240
p4,t2,bola,1622,0,0.156206,51.949,20,2.59745,0,0,-22200.6,240
p4,t2,dy,1622,0,0.188843,52.519,20,2.62595,0,0,-20553.5,240
p4,t2,elastic,1622,0,0.119226,52.161,22,2.37095,0,0,-21670.6,240
p4,t2,gd,1622,0,0.176659,52.58,20,2.629,0,0,-21878.5,240
p4,t2,kama,1622,0,0.185282,52.451,19,2.76058,0,0,-21152.8,240
p4,t2,quetra,1622,0,0.1578,52.55,20,2.6275,0,0,-21336.3,240
p4,t2,ra,1622,0,0.186388,52.533,21,2.50157,0,0,-18551.7,240
p4,t3,abr,1198,0,0.107671,2.134,4,0.5335,0,0,382243,240
p4,t3,ar,1482.46,9,0.123016,4.86,5,0.972,0,0,456231,240
p4,t3,bba,1525.82,23,0.122355,5.016,5,1.0032,0,0,460047,240
p4,t3,bola,1281,1,0.157801,1.506,5,0.3012,0,0,409142,240
p4,t3,dy,1198,0,0.124774,4.898,5,0.9796,0,0,370919,240
p4,t3,elastic,1447.09,3,0.127436,3.873,5,0.7746,0,0,453626,240
p4,t3,gd,1198,0,0.120731,4.982,5,0.9964,0,0,370776,240
p4,t3,kama,1198,0,0.128417,5.467,6,0.911167,0,0,368720,240
p4,t3,quetra,1475.14,9,0.108879,4.652,3,1.55067,0,0,455664,240
p4,t3,ra,1462.15,5,0.11083,4.695,5,0.939,0,0,454159,240
p4,t4,abr,1143,0,0.115572,0,0,0,0,0,117672,240
p4,t4,ar,1369.68,5,0.142236,2.443,2,1.2215,0,0,134051,240
p4,t4,bba,1384.36,15,0.125936,2.842,2,1.421,0,0,130720,240
p4,t4,bola,1143,0,0.129197,0,0,0,0,0,119535,240
p4,t4,dy,1143,0,0.122467,2.646,2,1.323,0,0,109371,240
p4,t4,elastic,1143,0,0.125932,0.579,1,0.579,0,0,117870,240
p4,t4,gd,1143,0,0.119333,2.851,2,1.4255,0,0,111122,240
p4,t4,kama,1143,0,0.115535,2.609,2,1.3045,0,0,111019,240
p4,t4,quetra,1370.97,5,0.140222,3.154,2,1.577,0,0,134295,240
p4,t4,ra,1369.86,5,0.152003,2.612,2,1.306,0,0,133749,240
p4,t5,abr,744.81,14,0.384774,19.731,3,6.577,0,0,-5504.6,240
p4,t5,ar,485.85,3,0.499714,0,0,0,0,0,25797.7,240
p4,t5,bba,486.092,3,0.514425,0,0,0,0,0,24877.2,240
p4,t5,bola,814.067,8,0.295525,21.897,3,7.299,0,0,-3130.68,240
p4,t5,dy,353.281,2,0.531418,0,0,0,0,0,18310.2,240
p4,t5,elastic,606.198,19,0.374379,9.788,2,4.894,0,0,6436.63,240
p4,t5,gd,354.284,2,0.545607,0,0,0,0,0,17594.8,240
p4,t5,kama,353.5,2,0.545409,0,0,0,0,0,18175.4,240
p4,t5,quetra,513.66,7,0.508734,0,0,0,0,0,26382.5,240
p4,t5,ra,487.117,3,0.502006,0,0,0,0,0,24645.6,240
p4,t6,abr,598.846,61,0.370689,1.224,1,1.224,0,0,93535.2,240
p4,t6,ar,982.979,36,0.382417,0,0,0,0,0,184907,240
p4,t6,bba,972.852,38,0.367509,0,0,0,0,0,184703,240
p4,t6,bola,950.045,39,0.292626,1.573,1,1.573,0,0,166371,240
p4,t6,dy,1613.43,45,0.657183,0,0,0,94.388,39,299068,240
p4,t6,elastic,896.125,92,0.349982,6.041,4,1.51025,0,0,114289,240
p4,t6,gd,255.754,3,0.66852,0,0,0,150.705,66,38446.3,240
p4,t6,kama,2403.41,57,0.670776,0,0,0,33.907,16,459164,240
p4,t6,quetra,1004.41,42,0.375532,0,0,0,0,0,189229,240
p4,t6,ra,1003.07,50,0.383839,0,0,0,0,0,188921,240
p4,t7,abr,490.914,23,0.407699,0,0,0,0,0,148079,240
p4,t7,ar,1091.05,37,0.443284,0,0,0,0,0,336062,240
p4,t7,bba,1011.36,27,0.439118,0,0,0,0,0,316255,240
p4,t7,bola,843.694,9,0.359406,0,0,0,0,0,269968,240
p4,t7,dy,555.548,23,0.626717,0,0,0,75.925,66,165421,240
p4,t7,elastic,1002.83,69,0.367335,0,0,0,0,0,289395,240
p4,t7,gd,1761.22,23,0.642644,0,0,0,70.106,60,571440,240
p4,t7,kama,1753.26,25,0.639475,0,0,0,67.427,60,565530,240
p4,t7,quetra,1437.28,43,0.454975,0,0,0,0,0,450315,240
p4,t7,ra,1070.6,27,0.45407,0,0,0,0,0,337852,240



