profile,sample,method,bitrate,change,ineff,stall,numStall,avgStall,overflow,numOverflow,qoe
p3,t3,bola,1198,0,0.364252,2.985,2,1.4925,0,0,376442
p3,t3,dy,1580.58,18,0.368395,1.796,1,1.796,185.781,184,484049
p3,t3,elastic,2273.05,59,0.15791,3.066,2,1.533,29.787,41,659035
p3,t3,gd,1198,0,0.369919,2.611,1,2.611,240.876,242,377890
p3,t3,kama,1198,0,0.368144,2.074,1,2.074,236.843,231,382535
p3,t3,quetra,2255.47,32,0.224719,1.957,1,1.957,19.253,25,687941
p3,t3,ra,2661.28,36,0.189105,1.703,1,1.703,6.06,6,808950
p3,t4,abr,1515.65,126,0.283976,0,0,0,155.869,78,-52960
p3,t4,ar,2617,28,0.247481,8.712,2,4.356,12.265,6,212253
p3,t4,bba,2249.66,35,0.166386,0,0,0,0,0,197406
p3,t4,bola,1143,0,0.35928,0,0,0,0,0,108734
p3,t4,dy,1496.79,8,0.361861,0,0,0,210.04,82,147308
p3,t4,elastic,1517.58,24,0.240549,0,0,0,158.36,81,137872
p3,t4,gd,1143,0,0.378612,0,0,0,262.285,97,119618
p3,t4,kama,1143,0,0.380944,0,0,0,259.99,99,116728
p3,t4,quetra,2256,19,0.306991,13.164,2,6.582,88.519,32,169635
p3,t4,ra,2411.15,28,0.265717,2.261,1,2.261,17.64,9,223918
p3,t5,abr,1427.97,32,0.330184,0,0,0,33.662,18,66534.9
p3,t5,ar,1992.7,36,0.45361,4.571,1,4.571,17.963,1,88165.7
p3,t5,bba,2075.52,26,0.438241,1.212,2,0.606,17.208,11,100524
p3,t5,bola,1505.93,18,0.36506,0,0,0,8.78,6,77770.4
p3,t5,dy,1529.71,26,0.704187,4.646,1,4.646,83.289,37,63084.5
p3,t5,elastic,1340.05,23,0.321555,15.8,5,3.16,44.583,24,28878.7
p3,t5,gd,545.217,12,0.712663,0,0,0,118.571,45,22876.7
p3,t5,kama,525.961,10,0.702961,0,0,0,126.041,48,20835.2
p3,t5,quetra,2126.38,32,0.52918,3.144,2,1.572,13.832,9,101046
p3,t5,ra,2123.79,30,0.430497,4.195,1,4.195,13.167,10,98423.3
p3,t6,abr,1621.05,673,0.359381,0,0,0,55.743,41,-378585
p3,t6,ar,1773.34,139,0.408626,0,0,0,0,0,315580
p3,t6,bba,1764.52,116,0.488988,0,0,0,0,0,299459
p3,t6,bola,1268.86,90,0.385496,0,0,0,0,0,217582
p3,t6,dy,2750.59,115,0.772308,4.406,1,4.406,144.323,72,461956
p3,t6,elastic,1533.65,116,0.24289,2.765,1,2.765,0,0,232597
p3,t6,gd,275.561,11,0.79464,0,0,0,391.979,177,41986.2
p3,t6,kama,2913.18,130,0.784239,0,0,0,204.266,86,522604
p3,t6,quetra,1952.09,137,0.409989,0,0,0,0,0,343183
p3,t6,ra,1699.71,116,0.375746,0,0,0,0,0,293807
p3,t7,abr,1553.59,339,0.445035,0,0,0,113.553,125,221126
p3,t7,ar,1902.27,80,0.415236,0,0,0,0,0,573669
p3,t7,bba,1786.2,68,0.328289,0,0,0,0,0,532137
p3,t7,bola,1190.14,22,0.361322,0.774,1,0.774,0,0,375177
p3,t7,dy,1355.65,111,0.729616,0,0,0,177.753,146,364600
p3,t7,elastic,1686.2,105,0.279975,0.757,1,0.757,1.599,2,468035
p3,t7,gd,463.517,11,0.748566,0,0,0,341.882,270,139686
p3,t7,kama,784.618,51,0.735869,0,0,0,275.927,225,218257
p3,t7,quetra,1900.07,86,0.404225,0,0,0,0,0,567652
p3,t7,ra,1868.27,59,0.384614,0,0,0,0,0,574150
p4,t1,abr,1240.56,64,0.144655,62.132,33,1.88279,5.527,10,3972.12
p4,t1,ar,1298.12,6,0.136607,63.683,40,1.59208,0,0,105711
p4,t1,bba,1303.25,30,0.135568,63.721,40,1.59302,0,0,84161.1
p4,t1,bola,1200,0,0.138525,63.008,39,1.61559,0,0,86210
p4,t1,dy,1334.32,4,0.150689,63.646,37,1.72016,1.55,2,115412
p4,t1,elastic,1207.51,4,0.148454,62.814,37,1.69768,11.748,18,82566.8
p4,t1,gd,1200,0,0.152493,63.261,41,1.54295,15.357,24,83762.3
p4,t1,kama,1200,0,0.150854,63.786,42,1.51871,14.38,20,81031.7
p4,t1,quetra,1290.97,6,0.129609,63.677,38,1.67571,0,0,105133
p4,t1,ra,1272.5,8,0.13463,63.647,41,1.55237,0,0,97766.3
p4,t2,abr,1864.34,74,0.164735,52.751,19,2.77637,16.227,6,-84982.4
p4,t2,ar,1658.08,2,0.124382,52.304,19,2.75284,0.223,1,-13856.8
p4,t2,bba,1687.52,8,0.119726,244.913,25,9.79652,0,0,-800320
p4,t2,bola,1622,0,0.0879236,426.149,32,13.3172,0,0,-1.54154e+06
p4,t2,dy,1622,0,0.209295,52.388,20,2.6194,19.451,8,-18531.3
p4,t2,elastic,1633.52,2,0.157653,52.127,22,2.36941,17.316,6,-19458.3
p4,t2,gd,1622,0,0.12331,60.25,27,2.23148,16.652,5,-50189.2
p4,t2,kama,1622,0,0.15052,52.242,20,2.6121,21.623,8,-17805.6
p4,t2,quetra,1657.71,2,0.127574,53.136,19,2.79663,0,0,-20228.6
p4,t2,ra,1657.79,2,0.113793,52.595,20,2.62975,0.725,1,-16373.5
p4,t3,abr,1372.08,148,0.141252,2.604,5,0.5208,67.864,103,222093
p4,t3,ar,1919.45,24,0.155193,5.937,8,0.742125,7.542,6,574994
p4,t3,bba,1607.77,61,0.117343,5.35,5,1.07,0,0,454694
p4,t3,bola,1300.22,3,0.181517,20.374,14,1.45529,0,0,337891
p4,t3,dy,1306,4,0.144564,5.214,6,0.869,92.997,108,398768
p4,t3,elastic,1625.5,37,0.141,17.895,9,1.98833,38.26,50,420198
p4,t3,gd,1348.11,4,0.149693,5.55,6,0.925,93.696,104,410543
p4,t3,kama,1341.35,4,0.13153,4.823,3,1.60767,97.192,117,411328
p4,t3,quetra,1584.37,25,0.1508,5.162,4,1.2905,48.694,44,473523
p4,t3,ra,1779.75,34,0.129321,4.99,5,0.998,3.428,6,525845
p4,t4,abr,1209.95,120,0.14664,0,0,0,115.394,58,-52546.9
p4,t4,ar,1875.76,20,0.169609,18.539,3,6.17967,9.66,2,106761
p4,t4,bba,1482.33,39,0.15298,4.738,4,1.1845,0,0,116398
p4,t4,bola,1143,0,0.162612,9.798,5,1.9596,0,0,76988
p4,t4,dy,1143,0,0.157408,4.59,2,2.295,131.704,62,103828
p4,t4,elastic,1177.4,6,0.128891,0.545,1,0.545,114.705,59,116588
p4,t4,gd,1143,0,0.149604,3.552,2,1.776,133.067,61,107053
p4,t4,kama,1143,0,0.144155,2.82,1,2.82,130.984,62,111288
p4,t4,quetra,1198.06,2,0.144002,2.653,2,1.3265,107.241,57,114265
p4,t4,ra,2228.46,27,0.173472,52.341,10,5.2341,6.492,5,-1566.71
p4,t5,abr,932.162,78,0.394937,5.22,2,2.61,32.156,26,4258.47
p4,t5,ar,1668.64,32,0.49643,9.829,2,4.9145,3.563,2,59689.6
p4,t5,bba,1316.48,30,0.406683,13.612,1,13.612,2.821,2,34511.8
p4,t5,bola,575.438,5,0.381472,3.919,3,1.30633,0,0,21433.9
p4,t5,dy,1112.76,22,0.576407,16.409,1,16.409,46.012,21,16415.1
p4,t5,elastic,764.379,24,0.272845,6.675,4,1.66875,18.637,12,19935.9
p4,t5,gd,381.848,4,0.568893,5.253,2,2.6265,86.533,41,8033.24
p4,t5,kama,590.391,10,0.572354,0,0,0,72.408,34,26045.6
p4,t5,quetra,1310.72,34,0.476454,16.773,2,8.3865,7.941,4,23873.1
p4,t5,ra,1337.34,26,0.432304,16.781,2,8.3905,10.584,3,32070.8
p4,t6,abr,1499.86,736,0.302826,1.82,1,1.82,28.648,24,-367266
p4,t6,ar,1008.71,104,0.426338,0,0,0,0,0,175820
p4,t6,bba,1112.16,173,0.839531,0,0,0,0,0,177303
p4,t6,bola,797.829,83,0.399686,6.481,3,2.16033,0,0,95097.7
p4,t6,dy,2955.05,119,0.719875,0,0,0,80.505,42,538729
p4,t6,elastic,976.408,116,0.240437,6.182,4,1.5455,0,0,116702
p4,t6,gd,255.472,3,0.703018,0,0,0,314.032,155,40854.3
p4,t6,kama,2065.72,77,0.726915,21.588,1,21.588,200.178,99,241608
p4,t6,quetra,1147.7,112,0.465925,0,0,0,0,0,202518
p4,t6,ra,1048.36,92,0.321696,0,0,0,0,0,190246
p4,t7,abr,838.338,475,0.447946,0,0,0,98.247,123,-130087
p4,t7,ar,1194.58,43,0.441353,0,0,0,0,0,367388
p4,t7,bba,1118.13,73,0.366521,0,0,0,0,0,317204
p4,t7,bola,622.693,16,0.488139,3.726,5,0.7452,0,0,181553
p4,t7,dy,1227.75,51,0.667582,0,0,0,136.408,117,369235
p4,t7,elastic,1088.72,97,0.317172,0,0,0,6.624,9,294235
p4,t7,gd,658.178,21,0.668605,0,0,0,214.604,193,200960
p4,t7,kama,540.29,17,0.652185,0,0,0,236.242,212,163628
p4,t7,quetra,1161.7,41,0.426847,0,0,0,0,0,359516
p4,t7,ra,1173.93,45,0.402865,0,0,0,0,0,359874
